,Author,Level Name,Difficulty,Ratings,Size (MBs),Downloads,Release Date
980,Pilip,Adventures of Lara Croft,,7.99,87,4629,01-May-2012
981,Crash82,A Trip to Egypt,,5.64,126,3598,01-May-2012
982,sonnyd83,The Quest,,7.75,80,3573,28-Apr-2012
983,Terra Forever,Tomb Raider Secret Agent,medium,9.64,299,15532,27-Apr-2012
984,Leoc1995,The Crazy Day,easy,1.82,21,2247,15-Apr-2012
985,Ranpyon,Aspidetr Easter Time 2012 - Easter Monday,easy,8.83,56,7200,08-Apr-2012
986,Eelkemama,Happy Easter,medium,8.50,55,3591,08-Apr-2012
987,Greywolf,Aspidetr Easter Time 2012 - Once Upon a Time - Inside the Magic Gem (Demo),,6.53,37,2649,04-Apr-2012
988,mugs,Bones Palace,,9.14,59,5333,26-Mar-2012
989,rowadie,Catacombs,,7.75,25,2391,16-Mar-2012
990,Martin Stuchlik,Emperors Tomb,,1.10,9,3230,12-Mar-2012
991,kevindatsun,Search for the Golden Skull,,4.70,66,2497,05-Mar-2012
992,Crischanneedsto,Hunt for the Infada Stone,,8.25,122,6395,05-Mar-2012
993,Mikki,Abduction,very challenging,8.79,51,4036,05-Mar-2012
994,misho98,Deep in the Caves,,7.21,28,2323,01-Mar-2012
995,Larafan25,Egyptian Challenge,,6.53,25,2446,21-Feb-2012
996,Standby,Tomb Raider Silent Hill - The Way Down (Demo),,4.61,25,2579,21-Feb-2012
997,Cory Smith,Twenty-minute-tales 1: When the Clock strikes Midnight,,7.38,50,2756,17-Feb-2012
998,Marksdad,Twenty-minute-tales 2: The Damsdrak Diamond,easy,6.76,34,2306,17-Feb-2012
999,townsieboy,Temple of Earth,,5.93,27,2420,08-Feb-2012
1000,levyhgb,Return to Rome,easy,6.57,13,4005,05-Feb-2012
1001,raiderromero,Caves of Manaus (Demo),,6.62,111,3096,05-Feb-2012
1002,FloTheMachine,The Temple of the Lost Baboon,easy,7.32,58,3068,05-Feb-2012
1003,Raider99,Lost in NGLE (Demo),,4.72,43,2767,29-Jan-2012
1004,Leoc1995,Return to the Ghost Factory,,3.84,32,1572,25-Jan-2012
1005,Mystery-King,One Room Challenge - Snow Business,easy,7.50,19,2507,18-Jan-2012
1006,Mman,One Room Challenge - The Veiled Monastery,medium,7.93,25,2382,18-Jan-2012
1007,Pilip,One Room Challenge - Grandmas Recipes,,6.76,30,2228,18-Jan-2012
1008,Axelia,One Room Challenge - The Forsaken Monastery,challenging,7.13,42,3735,18-Jan-2012
1009,Kurtis Scout,Wings of Apocalypse: The Beginning,easy,7.14,192,7796,15-Jan-2012
1010,sonnyd83,1943: The Star of David,,7.45,49,4353,04-Jan-2012
1011,kaufi-lc,Trouble in Venice,challenging,8.30,70,4364,29-Dec-2011
1012,Titak,Mists of Avalon - First Clues,medium,9.83,326,42126,24-Dec-2011
1013,Codo,TR Forge Advent Calendar 2011 - Messy Christmas,medium,9.18,52,5359,23-Dec-2011
1014,Ranpyon,LB Advent Calendar 2011 - Light up the Christmas,,9.21,53,4541,23-Dec-2011
1015,masha,LB Advent Calendar 2011 - Crazy Town,medium,9.57,73,5354,19-Dec-2011
1016,Crash82,In Search for the Christmas Tree,,5.23,129,3273,17-Dec-2011
1017,tombraidermaster1996,Middle of Nowhere Xmas (Beta),,2.06,38,2019,15-Dec-2011
1018,Raidermatty,LB Advent Calendar 2011 - The Golden Christmas Tree,,8.97,133,5542,15-Dec-2011
1019,Rudolf,Mongolian Adventures,,8.48,99,3676,11-Dec-2011
1020,gabiza7,TR Forge Advent Calendar 2011 - Gabizas Search Level,,6.66,30,2792,09-Dec-2011
1021,Franco Bula,Under the Moon - Magic or God,,7.21,22,2732,08-Dec-2011
1022,Daffy,Escape in the Pacific,,9.43,129,7201,08-Dec-2011
1023,Eelkemama,LB Advent Calendar 2011 - Waiting for Christmas,medium,8.53,44,2990,07-Dec-2011
1024,Ram16,The Tomb of Ramses,,6.83,53,3221,03-Dec-2011
1025,Lara Croft,LB Advent Calendar 2011 - Jump & Run Lara,,7.65,70,4609,03-Dec-2011
1026,Luke,TR Forge Advent Calendar 2011 - The Pirate Princess,medium,9.66,198,9375,03-Dec-2011
1027,kevindatsun,Land of the Zombies (Remastered Full Version),,5.03,37,2807,02-Dec-2011
1028,Uzi Master,20x20x20 Challenge - The Venice Incident,challenging,7.99,57,3829,29-Nov-2011
1029,Thor2010,20x20x20 Challenge - Cambodia,,5.64,20,2329,29-Nov-2011
1030,Martini,20x20x20 Challenge - Greece Artefact,,8.27,67,5231,29-Nov-2011
1031,AgentXP,20x20x20 Challenge - South Pacific,,8.16,48,3581,29-Nov-2011
1032,Bradley,Nakamorisans Hideout,,3.18,31,1879,21-Nov-2011
1033,Jordan,In Ice World / Sophias Curse,,1.96,64,2413,20-Nov-2011
1034,Sarikman,Poseidons Sanctum,,8.93,164,8064,14-Nov-2011
1035,misho98,Egyptian Adventure,,7.67,28,2157,12-Nov-2011
1036,KingdomHearts,The Triangle Of Light - Prequel,,8.31,178,3967,12-Nov-2011
1037,Leoc1995,Folklorist Diary II - The Condor Eagle (Demo),,5.05,19,1470,09-Nov-2011
1038,afzalmiah,Catacombs at Dusk,,7.26,26,2204,06-Nov-2011
1039,Pilip,Forgotten Prophecy (Demo),,5.86,35,2291,05-Nov-2011
1040,GMac,The Loch NG,,8.38,113,3350,03-Nov-2011
1041,Lakota,Fighting Horus,easy,8.55,66,4099,31-Oct-2011
1042,sonnyd83,Return to the Center of the Earth,,6.41,33,2473,30-Oct-2011
1043,Seth94,The Sacred Emerald,challenging,9.09,320,9870,25-Oct-2011
1044,kevindatsun,Land of Zombies (Demo),,2.55,13,2003,24-Oct-2011
1045,Leoc1995,Folklorist Diary - The Abyss of the Horizon,,6.47,19,2512,17-Oct-2011
1046,Lakota,Temple of Quatalpac,,7.79,47,3909,12-Oct-2011
1047,townsieboy,St Francis Folly,,6.07,30,2486,11-Oct-2011
1048,Adam,The Last Adventure (Demo),,6.77,52,2434,11-Oct-2011
1049,Pilip,The Broken Kingdom,,7.03,104,3654,04-Oct-2011
1050,raidertom,Minicube,very challenging,9.02,63,2880,03-Oct-2011
1051,Eelkemama,Lara meets her Girlfriend,,7.76,87,2654,16-Sep-2011
1052,Mr King,Laras Boring Holiday,medium,2.31,41,2460,14-Sep-2011
1053,Salzferkel,Hamunaptra,,5.61,26,1752,12-Sep-2011
1054,GeckoKid,The Beginning (Demo) - The Cai'Xia Temple,,9.23,38,7362,12-Sep-2011
1055,kevindatsun,Lara Croft at Mirrors Edge (Demo),,3.41,19,3100,08-Sep-2011
1056,rufierto,River Raider,,8.53,135,4263,05-Sep-2011
1057,townsieboy,Lost Valley Revised,,4.86,25,2611,03-Sep-2011
1058,Jose,BtB2011 - Last Train to Paris,,7.29,61,2787,24-Aug-2011
1059,Yoav,BtB2011 - Ghost of Professor Belshazzar,,6.08,53,2366,24-Aug-2011
1060,Bigfoot,BtB2011 - For a Handful of Red Sand,,9.22,65,3673,24-Aug-2011
1061,Ward Dragon,BtB2011 - Vanilla Sky,,8.17,56,2062,24-Aug-2011
1062,Kosmos,BtB2011 - Moonlight Legacies,very challenging,9.29,72,4046,24-Aug-2011
1063,Thot,BtB2011 - The Book of Four Elements,,8.25,61,2036,24-Aug-2011
1064,Drakan,BtB2011 - Memories of Steampunk Fashion,,8.96,67,2994,24-Aug-2011
1065,tombraiderxii,BtB2011 - Lost in the Canyons,,8.57,64,2515,24-Aug-2011
1066,Chronicles5,BtB2011 - A Rift in Sedona,,9.00,71,2995,24-Aug-2011
1067,uranos1,BtB2011 - Madness is not a Shame,,8.41,63,2162,24-Aug-2011
1068,Erogan,BtB2011 - Deathmatch in Lost City,,7.74,52,1751,24-Aug-2011
1069,JesseG,BtB2011 - Tower of Power,medium,7.46,58,2075,24-Aug-2011
1070,Soul,BtB2011 - Ghostbuster Volume 1: Let there be Water,,8.97,60,3010,24-Aug-2011
1071,mugs,BtB2011 - Punk Heart,,7.60,51,2287,24-Aug-2011
1072,Lara_Fox_Croft,Valek Ruins - Search for the Golden Elephant (Full Version),,7.61,52,3370,20-Aug-2011
1073,sonnyd83,Laras Run,,5.67,24,1949,11-Aug-2011
1074,Sponge,The Jerusalem Project - The Cherubim are Calling,,9.82,569,18561,01-Aug-2011
1075,Clara,The Jerusalem Project - The Cherubim are Calling,,9.82,569,18561,01-Aug-2011
1076,masha,The Jerusalem Project - The Cherubim are Calling,,9.82,569,18561,01-Aug-2011
1077,Bradley,The Tomb of Nero (Demo),,5.54,40,1462,25-Jul-2011
1078,Yodaraider,Monte Brione,,3.48,23,1662,23-Jul-2011
1079,levyhgb,Venices Gatehouse,,4.44,9,2619,21-Jul-2011
1080,townsieboy,Desert Secrets,,4.96,21,1695,16-Jul-2011
1081,tomb2player,Tomb Raider and RMS Titanic,,8.78,90,3975,16-Jul-2011
1082,TanteiSakana,Digital Insanity,,4.25,9,2492,05-Jul-2011
1083,townsieboy,Qualopecs Scion,,3.91,31,1411,04-Jul-2011
1084,Rambo,The Quest 1 - Escape,easy,2.22,19,1444,02-Jul-2011
1085,TanteiSakana,Great Wall Madness,,4.35,9,2040,02-Jul-2011
1086,Franco Bula,Under the Moon - Clouds in Angkor Wat,,7.14,24,2175,22-Jun-2011
1087,Sarikman,The Mountainous Temple,,8.48,97,4119,20-Jun-2011
1088,MpGrill,The Apartment,,8.57,108,5931,19-Jun-2011
1089,Crash82,Search for the Triangle,,5.76,49,1743,16-Jun-2011
1090,Joker,Lost Island,medium,8.76,67,2762,16-Jun-2011
1091,Tombraider95,Tomb Raider - The Crystal Skulls - Part 1,,9.55,81,7197,13-Jun-2011
1092,Matie,Tomb Raider - The Crystal Skulls - Part 1,,9.55,81,7197,13-Jun-2011
1093,tombraiderxii,Tomb Raider Echoes Of Antarctica - The Library,medium,7.35,38,2278,02-Jun-2011
1094,townsieboy,Temple of Qualopec,,4.66,22,1581,29-May-2011
1095,townsieboy,Pyramid of the Rulers,,4.70,20,1341,27-May-2011
1096,Fabio,Florianopolis,,6.75,51,2580,25-May-2011
1097,Damian Hawes,Black Light,,5.48,153,2630,18-May-2011
1098,pvonr,The Cube Room,,2.82,19,1156,15-May-2011
1099,mugs,Alcatraz,medium,9.21,67,4819,13-May-2011
1100,Bradley,The Great Ekarbian Tomb,,4.85,33,1534,08-May-2011
1101,ChrissyDoc,India,,3.06,24,1269,07-May-2011
1102,Doro,A little Help for some Friends,,7.25,36,2188,01-May-2011
1103,Bashar,The Madhouse,challenging,8.65,25,2740,29-Apr-2011
1104,Raidermatty,Aspidetr Easter Time 2011 - Peaceful Valley,medium,8.81,73,3317,24-Apr-2011
1105,Crash82,Hunt for the Easter Eggs,easy,5.97,26,1905,23-Apr-2011
1106,Franco Bula,The Way of Relic - Complete,,7.93,13,3556,22-Apr-2011
1107,Raidermatty,Aspidetr Easter Time 2011 - Legacy of the Dragons - The Square,,8.49,56,2372,21-Apr-2011
1108,Ranpyon,Aspidetr Easter Time 2011 - The Rainbow Eggs,easy,8.67,47,3950,18-Apr-2011
1109,Tombraider95,Mini Adventures - Egypt,medium,7.42,48,2344,17-Apr-2011
1110,Ward Dragon,One Room Challenge - Oriental Mystery,easy,7.36,23,1512,10-Apr-2011
1111,Uzi Master,One Room Challenge - Von Croy Industries,,6.77,19,1862,10-Apr-2011
1112,Tombraider95,One Room Challenge - Return to the Maria Doria,easy,7.31,27,2559,10-Apr-2011
1113,PH,One Room Challenge - One Room Contest,,7.88,19,1940,10-Apr-2011
1114,Mman,One Room Challenge - Folly of the Watchers,,7.68,33,1687,10-Apr-2011
1115,Matie,One Room Challenge - Protected by the Dead,,8.79,52,2672,10-Apr-2011
1116,Larafan25,One Room Challenge - Venice Hotel,,3.19,16,1445,10-Apr-2011
1117,DJ Full,One Room Challenge - Tomb Raider Transplantation,,6.72,33,1827,10-Apr-2011
1118,AgentXP,One Room Challenge - Bolivia,easy,7.88,65,3280,10-Apr-2011
1119,Mytly,Chosen - Part 1,challenging,9.38,56,3665,08-Apr-2011
1120,Daffy,For a Handful of Thistles,,9.24,52,2741,05-Apr-2011
1121,Forger,Burrow of Yonaguni,,4.07,11,1902,02-Apr-2011
1122,Marcos,The Black Harpy Returns,,9.25,56,2990,25-Mar-2011
1123,Aza,Bedazzled,,8.95,39,1978,15-Mar-2011
1124,Greywolf,Quantic Island,challenging,8.78,77,3768,11-Mar-2011
1125,Forger,Dholavira Surroundings - Remake,,3.69,9,1421,24-Feb-2011
1126,Forger,Test Level 2 - Boulders,easy,3.72,9,1439,23-Feb-2011
1127,Bamba,Dangerous Fragments (Demo),,7.00,30,1335,19-Feb-2011
1128,Forger,Test Level 1 - Traps,easy,4.59,9,1738,18-Feb-2011
1129,Franco Bula,The Way Of Relic - Part1 - The Seraph Monastery,challenging,7.03,10,1867,15-Feb-2011
1130,LarasLawyer,February Freeze,,7.43,35,1612,13-Feb-2011
1131,l.m.,The Legend of King Arthur - Part 1: The Time Portal,medium,9.47,60,3822,09-Feb-2011
1132,GMac,The Imprisoned Spirits SE,,8.71,183,4250,31-Jan-2011
1133,Daffy,Peruvian Adventures,,8.86,104,4106,27-Jan-2011
1134,Yoav,One Way Ticket,,5.71,16,1411,26-Jan-2011
1135,Franco Bula,I heard something,easy,4.67,9,2285,25-Jan-2011
1136,Inchdix,The Hidden Garden NG,,9.81,202,5959,11-Jan-2011
1137,Gabriel Oliveira,Lara Croft and the Maniac,,7.45,244,5294,11-Jan-2011
1138,Nusrat,Catweazels Lair,,8.50,53,2045,06-Jan-2011
1139,Fabio,Outworld,easy,7.05,10,2338,02-Jan-2011
1140,Lara_Fox_Croft,Valek Ruins - Search for the Golden Elephant (Demo),,7.15,143,2858,28-Dec-2010
1141,Crash82,Tomb Raider Christmas Manor,easy,4.91,21,2590,25-Dec-2010
1142,Soul,TR Forge Advent Calendar 2010 - Curse of Winter,very challenging,7.81,55,4191,24-Dec-2010
1143,Luke,TR Forge Advent Calendar 2010 - Curse of Winter,very challenging,7.81,55,4191,24-Dec-2010
1144,uranos1,TR Forge Advent Calendar 2010 - Curse of Winter,very challenging,7.81,55,4191,24-Dec-2010
1145,Piper,TR Forge Advent Calendar 2010 - Curse of Winter,very challenging,7.81,55,4191,24-Dec-2010
1146,Tifa Nazah,TR Forge Advent Calendar 2010 - Curse of Winter,very challenging,7.81,55,4191,24-Dec-2010
1147,Horus,TR Forge Advent Calendar 2010 - Curse of Winter,very challenging,7.81,55,4191,24-Dec-2010
1148,Codo,TR Forge Advent Calendar 2010 - Curse of Winter,very challenging,7.81,55,4191,24-Dec-2010
1149,l.m.,LB Advent Calendar 2010 - No Xmas without a Tree,medium,9.61,74,4712,24-Dec-2010
1150,Sponge,LB Advent Calendar 2010 - Wesselys last will,easy,9.19,94,4720,22-Dec-2010
1151,Clara,LB Advent Calendar 2010 - Wesselys last will,easy,9.19,94,4720,22-Dec-2010
1152,White Tiger,LB Advent Calendar 2010 - Lonely Christmas (Platinum Edition),easy,8.83,37,3485,21-Dec-2010
1153,Bojrkraider,LB Advent Calendar 2010 - Lonely Christmas (Platinum Edition),easy,8.83,37,3485,21-Dec-2010
1154,Soul,TR Forge Advent Calendar 2010 - Nonogram,,8.50,33,2013,20-Dec-2010
1155,Tifa Nazah,TR Forge Advent Calendar 2010 - Winter Choice,,7.69,91,2239,18-Dec-2010
1156,Adriel,LB Advent Calendar 2010 - Christmas Mission,challenging,8.19,156,3620,16-Dec-2010
1157,Ranpyon,LB Advent Calendar 2010 - A little Gift,medium,8.16,34,2340,14-Dec-2010
1158,Bibi,Lara and the Grinch,,7.71,43,2032,13-Dec-2010
1159,mugs,LB Advent Calendar 2010 - Scrooge,easy,8.23,73,2595,12-Dec-2010
1160,Eelkemama,LB Advent Calendar 2010 - The Long Way Home,medium,8.36,97,2560,08-Dec-2010
1161,Raidermatty,LB Advent Calendar 2010 - Christmas at the North Pole,,7.75,58,2077,06-Dec-2010
1162,Luke,TR Forge Advent Calendar 2010 - Mystica,challenging,9.58,84,3846,05-Dec-2010
1163,Daffy,City of Dahaffy,,8.55,83,2484,03-Dec-2010
1164,Seilion,LB Advent Calendar 2010 - The Middle of Nowhere,challenging,8.85,62,3153,03-Dec-2010
1165,Codo,TR Forge Advent Calendar 2010 - Deep Down Below,medium,9.09,29,3024,01-Dec-2010
1166,dh5696,LB Advent Calendar 2010 - One Day Before Christmas,easy,6.04,31,1580,01-Dec-2010
1167,dh5696,Laras and Anayas Search for the Timeless Sand (Demo),,3.55,18,1211,26-Nov-2010
1168,PaoloM,In Search of the Lost Trident,,8.83,30,2107,13-Nov-2010
1169,Klona,Lara Croft and the Frozen Cave (Demo),,3.60,27,1459,12-Nov-2010
1170,Daffy,My Debut (Mes debuts),,7.19,18,1519,04-Nov-2010
1171,Compass,Egypt Artefact,easy,8.52,36,2645,04-Nov-2010
1172,Shariq Shukur,First Level,,1.93,13,1067,31-Oct-2010
1173,MizzCroft,Tomb of Auchindon,,2.72,22,1181,31-Oct-2010
1174,Raidermatty,The Infada Power (Demo 2.0),,8.18,52,2035,31-Oct-2010
1175,Lara_Fox_Croft,The Great Wall (Full version),,7.53,168,4721,25-Oct-2010
1176,Franco Bula,Little Ideas,medium,4.85,13,1714,22-Oct-2010
1177,The Eye of Isis,Temple of Prithvi (Demo),challenging,7.66,27,1449,14-Oct-2010
1178,Marcos,The Usurped Monastery,,9.27,36,2977,09-Oct-2010
1179,GMac,The Museum,,7.93,57,1753,03-Oct-2010
1180,Leonvdn,Lara Croft and the Forgotten Scribe,,9.65,122,5207,27-Sep-2010
1181,Lara_Fox_Croft,The Great Wall (Demo),,5.91,63,2003,26-Sep-2010
1182,Dgenocroft,Tomb Raider: Lost (Part 1),,3.93,28,1404,25-Sep-2010
1183,Forger,Dholavira Surroundings,easy,3.79,10,1567,23-Sep-2010
1184,Yasin,The Forgotten City of Sanus 4,,8.71,85,2600,19-Sep-2010
1185,Lukasz Croft,Lara Croft in Prison in Nevada,medium,8.65,91,3737,18-Sep-2010
1186,Dgenocroft,Natla Returns,,2.04,22,1582,17-Sep-2010
1187,Franco Bula,Going to New Venice,medium,7.03,9,2293,13-Sep-2010
1188,Oxy,Laras World,,8.08,54,2892,12-Sep-2010
1189,Raidermatty,The Infada Power (Demo),,6.71,29,1470,11-Sep-2010
1190,JesseG,Tomb Raider: The Wolf 3,,8.53,45,2660,09-Sep-2010
1191,Dgenocroft,Little Confuse World,easy,0.38,14,1582,05-Sep-2010
1192,townsieboy,The Tomb Of Satan,,4.26,16,1207,05-Sep-2010
1193,Radim,Station,,7.74,31,1818,04-Sep-2010
1194,townsieboy,Temple of Light,easy,2.11,20,1497,02-Sep-2010
1195,Charlie Sewell,TR AOD Revised - The Next Chapter (Demo),,4.92,39,2252,31-Aug-2010
1196,Lima,Dark City - Part 1,medium,9.66,156,6500,29-Aug-2010
1197,tombraiderxii,Tomb Raider Echoes Of Antarctica (Demo),,7.65,53,2000,27-Aug-2010
1198,Klona,Lyoko Exploration - Desert Sector (Demo),,2.27,18,1436,08-Aug-2010
1199,Tommy Poulin,Escape from the Lost Valley,easy,6.41,15,1626,02-Aug-2010
1200,Gabriel Oliveira,The Haunted Mansion,,4.89,54,2982,01-Aug-2010
1201,God Horus,The Croft Curse,challenging,9.06,294,9060,29-Jul-2010
1202,Franco Bula,Another Venice Level,easy,5.38,9,1867,25-Jul-2010
1203,Yoav,Midnight Express,,3.98,18,1282,24-Jul-2010
1204,mathew9r,Escape from the Zoo,,6.42,27,1618,23-Jul-2010
1205,Deadly Flourish,Temple of Shiva (Demo),,4.64,42,1639,20-Jul-2010
1206,Franco Bula,Searching the Savegame Crystal,,6.04,28,1743,20-Jul-2010
1207,Thierry  Stoorne,Lara Croft and the Holy Grail,challenging,9.56,95,3951,13-Jul-2010
1208,Thierry  Stoorne,The Vespa of Papa Razzi,,8.50,52,2263,13-Jul-2010
1209,Ale8730,Searching for the Lost Diamond (Alla ricerca del diamante perduto),,5.28,57,1613,06-Jul-2010
1210,teme9,Tomb Raider - The Mystery,medium,9.34,120,6097,06-Jul-2010
1211,Sponge,Complex Simplicity 2010 - For Auld Lang Syne,,8.21,139,3433,01-Jul-2010
1212,Seilion,Complex Simplicity 2010 - Rescue the Princess,,8.88,141,3570,01-Jul-2010
1213,Zickenalarm,Complex Simplicity 2010 - Castle Burgeck,,9.15,141,3848,01-Jul-2010
1214,illyaine,Complex Simplicity 2010 - Fortress of Fear,,9.06,138,3883,01-Jul-2010
1215,masha,Complex Simplicity 2010 - The Princess and the Nasty Dragon,,9.44,141,3387,01-Jul-2010
1216,Greywolf,Complex Simplicity 2010 - The Keeper of the Seven Keys,,8.00,144,3289,01-Jul-2010
1217,Eelkemama,Complex Simplicity 2010 - Prisoner in the Castle,,8.30,140,3157,01-Jul-2010
1218,tombraider1703,Cave of the Ancients,,8.33,82,2223,26-Jun-2010
1219,Sakkemix,Islands of Kirobore,,7.12,35,1621,12-Jun-2010
1220,LaraHCroft91,The Complicated Case,,8.58,410,6789,09-Jun-2010
1221,FloTheMachine,The Lost Kai-Len Monastery (Demo),easy,4.44,11,1585,27-May-2010
1222,spooky shadow,The Mayas Treasure,,8.03,33,2471,21-May-2010
1223,Yoav,Western Wall,,3.67,19,1175,12-May-2010
1224,Drakan,Barkhang's Nostalgy,,9.52,110,5441,05-May-2010
1225,Ale8730,The Spear of Destiny (La Lancia del Destino),,5.87,112,2287,29-Apr-2010
1226,LordSilverzs,When People Attack,easy,4.42,17,1835,28-Apr-2010
1227,Aza,Midas Tribute,,8.61,43,2510,27-Apr-2010
1228,Yoav,Little Adventure,,2.00,17,1302,23-Apr-2010
1229,Bjorn,Chambers of Second Chances,,7.00,44,1435,12-Apr-2010
1230,Eelkemama,Lara and the Four Shafts,,7.68,68,1974,28-Mar-2010
1231,tombraider1703,Code Zero (Demo),,6.79,24,1432,21-Mar-2010
1232,technochaosx,Tomb of the Fuehrer,,2.45,13,1168,14-Mar-2010
1233,Skyler Ortega,The Angel within,,8.17,383,8052,11-Mar-2010
1234,birdmonster,Vila Del Chavo,,4.78,27,1302,07-Mar-2010
1235,AngelR,Courel's Sands 2 - Full Version,,8.50,452,6312,06-Mar-2010
1236,EssGee,Beyond the Scion,challenging,9.75,182,7975,01-Mar-2010
1237,LordSilverzs,How to Break In,easy,4.05,18,2145,28-Feb-2010
1238,Sakkemix,Temple of Krishna - Central Jungle,,6.81,50,1763,14-Feb-2010
1239,CelticGuard,Nocturnal Monsters (Demo),easy,4.89,24,2363,13-Feb-2010
1240,cessusbangy,Winston in Prison,easy,3.21,27,2226,09-Feb-2010
1241,Mystery-King,Lara at the Games - Legotropolis,,7.54,15,2141,07-Feb-2010
1242,mac,A Test of Time,,7.80,51,1587,07-Feb-2010
1243,WCookie,Harimba,,5.51,52,1543,30-Jan-2010
1244,Lukasz Croft,Lara Returns To The Coliseum,,7.65,79,2629,29-Jan-2010
1245,Kurtis,The Golden Mask,,5.04,21,1275,29-Jan-2010
1246,Miguel,Year of the Dragon - Part 1,,8.60,47,2013,28-Jan-2010
1247,matrix54,15-Minute Raider - The Watery Grave,,7.32,37,2394,24-Jan-2010
1248,GMac,Jurassic Park NG,,8.94,66,2956,15-Jan-2010
1249,Levelman,New Adventures of Lara Croft,medium,7.45,57,1810,06-Jan-2010
1250,Dark Death,"Silent Vill (Demo, German)",medium,9.02,134,5047,02-Jan-2010
1251,TombMaker,BtB2010 - Cult of the Mask,medium,8.00,52,1941,01-Jan-2010
1252,Die Basis,BtB2010 - The Heart of Venice,medium,8.85,42,3166,01-Jan-2010
1253,illyaine,BtB2010 - Sunken Venice,medium,8.63,45,2187,01-Jan-2010
1254,Jose,BtB2010 - Abandoned Theater,medium,7.78,60,2497,01-Jan-2010
1255,Drakan,BtB2010 - Leave the Gondolas in Venice,medium,8.48,43,2215,01-Jan-2010
1256,MichaelP,BtB2010 - Clockwork Orange,challenging,9.13,54,2698,01-Jan-2010
1257,Horus,BtB2010 - Knights of Cydonia,challenging,9.36,60,3729,01-Jan-2010
1258,3spn4life,BtB2010 - Legacy of the Lament Rose,medium,7.30,38,2145,01-Jan-2010
1259,l.m.,BtB2010 - One Day in Venice,medium,9.46,58,4067,01-Jan-2010
1260,Piega,BtB2010 - A Very Good Year,challenging,9.37,80,7641,01-Jan-2010
1261,Soul,BtB2010 - Kill Jill,challenging,8.67,59,2114,01-Jan-2010
1262,mugs,BtB2010 - Door to Venice,medium,6.73,38,1966,01-Jan-2010
1263,tombraider1703,BtB2010 - The Phantom of the Opera,medium,8.09,41,1976,01-Jan-2010
1264,Kat,BtB2010 - The Night before Carnival,medium,8.63,48,1917,01-Jan-2010
1265,Gerty,BtB2010 - No Warehouses in Venice?,medium,7.35,49,1765,01-Jan-2010
1266,jawi,BtB2010 - Aurum Potestas Est,challenging,8.05,65,1943,01-Jan-2010
1267,LarasBoyfriend,BtB2010 - Revenge of the Illuminati,medium,7.59,64,1870,01-Jan-2010
1268,Matie,BtB2010 - The Power of the Dragon,medium,8.52,63,2353,01-Jan-2010
1269,Tinka,BtB2010 - Cannaregio,medium,7.59,56,1784,01-Jan-2010
1270,Isis,"BtB2010 - The Rose, the Witch and the Godfather",challenging,9.16,43,2669,01-Jan-2010
1271,eTux,BtB2010 - The Black Lodge,challenging,9.48,59,2846,01-Jan-2010
1272,Codo,"BtB2010 - Venice, Vino, Vendetta",challenging,8.77,52,2567,01-Jan-2010
1273,Chronicles5,BtB2010 - Palace Dionysus,medium,8.61,56,2149,01-Jan-2010
1274,LordSilverzs,The Mine,easy,2.21,9,2026,31-Dec-2009
1275,Charlie Sewell,TR AOD Revised 9 - Louvre Storm Drains,,2.95,17,1902,29-Dec-2009
1276,tombraider1703,Temple of Neptun,,7.93,61,1896,29-Dec-2009
1277,PH,Lara at the Games,easy,7.53,181,4511,28-Dec-2009
1278,LordSilverzs,The Deadly Assault Course (Easy Version),easy,0.74,9,2116,27-Dec-2009
1279,Brenna,LB Advent Calendar 2009 - The Meaning of Christmas,,5.49,39,1949,22-Dec-2009
1280,tombraiderfreak,Into the Mystery,,6.58,85,1979,21-Dec-2009
1281,Brikas94,The Golden Sphere,,8.02,39,1625,21-Dec-2009
1282,masha,LB Advent Calendar 2009 - Chanukka Revised,,9.01,72,2708,19-Dec-2009
1283,Joker,Silent Night - Special Edition,easy,8.53,49,2254,16-Dec-2009
1284,Soul,TR Forge Advent Calendar 2009 - A Special Tutorial Level,challenging,7.54,34,1738,16-Dec-2009
1285,Eva,LB Advent Calendar 2009 - Augusta Treverorum,medium,9.18,56,2952,15-Dec-2009
1286,Kimutaku,The Forgotten Island (Die Vergessene Insel),,4.19,22,1377,12-Dec-2009
1287,Scottie,LB Advent Calendar 2009 - The Search for the Gifts,,6.21,40,1426,10-Dec-2009
1288,Tifa Nazah,TR Forge Advent Calendar 2009 - 7 Missing Gifts,,8.34,52,2367,10-Dec-2009
1289,FairFriend,Medieval Hell,,7.78,73,2032,09-Dec-2009
1290,Cowboy,The Ghosts of Croft Manor,medium,9.69,107,7420,06-Dec-2009
1291,Lara Croft,LB Advent Calendar 2009 - On the Mountain of Presents,,9.20,79,3030,06-Dec-2009
1292,Jonson,LB Advent Calendar 2009 - Christmas Castle,easy,8.41,37,1706,05-Dec-2009
1293,Eelkemama,LB Advent Calendar 2009 - Searching the Christmas Room,,5.57,50,1780,03-Dec-2009
1294,Piper,TR Forge Advent Calendar 2009 - Christmas Level Remake,,7.70,21,1457,01-Dec-2009
1295,Zickenalarm,LB Advent Calendar 2009 - Zickchen's Home,medium,8.56,40,3227,01-Dec-2009
1296,Flake,The Golden Temple,easy,8.43,84,2176,28-Nov-2009
1297,Nusrat,Om Nama Shivaja,,7.94,142,2564,26-Nov-2009
